ID,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,EXPOSURE,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,TARGET_AMT,CAR_AGE,TARGET_FLAG,URBANICITY
765577228,0,55,0,15,1297824,No,3957072,Yes,F,Masters,Manager,18,Private,147840,1,SUV,no,0,0,Yes,0,0,15,0,Urban
879477038,0,47,0,14,0,No,3314892,Yes,M,Bachelors,Manager,48,Private,255840,1,Van,yes,0,0,No,0,0,13,0,Urban
718294261,0,37,0,12,1482240,No,4604772,Yes,M,Bachelors,Blue Collar,14,Commercial,210600,1,Van,no,0,0,No,0,0,,0,Urban
538875785,0,47,0,13,543084,No,1920612,Yes,M,Bachelors,Clerical,33,Commercial,350520,6,Panel Truck,yes,0,0,No,0,0,,0,Urban
106556153,0,26,0,8,638928,No,0,No,M,Bachelors,Professional,28,Commercial,251040,3,Van,yes,74688,1,No,1,48336,8,1,Urban
199037688,1,61,2,17,502284,No,2028180,Yes,F,Masters,Manager,35,Private,250440,1,Sports Car,no,0,0,No,0,0,21,0,Urban
602893924,0,41,1,8,1517616,Yes,0,No,F,Masters,Manager,34,Commercial,392280,3,Pickup,no,0,0,No,2,25368,18,1,Urban
52095937,3,40,3,9,906192,No,2972076,Yes,F,High School,Blue Collar,53,Commercial,156600,5,Sports Car,no,0,0,Yes,0,0,6,0,Rural
351243985,0,52,0,16,923448,No,2991480,No,M,Bachelors,Professional,44,Private,234480,6,Minivan,yes,0,0,Yes,0,0,11,0,Urban
838970447,0,58,1,8,1804224,No,5059980,Yes,F,Masters,Manager,21,Private,290880,6,Pickup,no,0,0,No,0,0,17,0,Urban
515204929,0,52,0,8,1062720,No,2928336,Yes,M,Masters,Lawyer,14,Private,163560,1,Minivan,no,0,0,No,4,0,17,0,Urban
711833264,1,38,1,12,450960,No,2081940,Yes,F,High School,Clerical,36,Private,63120,7,SUV,no,10404,2,No,0,104052,1,1,Urban
818910510,0,41,2,15,280128,No,1766064,Yes,M,High School,Blue Collar,10,Private,95160,1,Pickup,no,0,0,No,1,75444,1,1,Urban
243016778,0,37,0,16,519480,No,1905252,Yes,F,Bachelors,Blue Collar,29,Private,283680,1,SUV,no,0,0,No,0,0,10,0,Urban
456565450,0,48,0,10,584844,No,2643168,Yes,M,Bachelors,Manager,24,Private,134640,9,Pickup,yes,0,0,No,1,0,1,0,Urban
693628088,0,47,0,12,771108,No,2424372,Yes,M,High School,Clerical,26,Private,301200,18,Minivan,no,114312,4,No,3,0,9,0,Urban
735552551,0,41,0,12,1324632,No,4025856,Yes,M,Masters,,21,Commercial,199680,1,Van,yes,0,0,No,2,42288,14,1,Urban
504537312,0,49,0,12,645180,No,0,No,F,Bachelors,Professional,5,Private,148320,4,SUV,no,0,0,No,0,0,1,0,Urban
82973186,0,41,0,6,150492,No,0,No,M,High School,Clerical,5,Private,90000,1,Minivan,yes,0,0,No,0,0,1,0,Rural
568473723,0,47,0,12,1251252,No,3181836,Yes,M,Masters,,40,Commercial,433440,4,Panel Truck,yes,0,0,No,0,0,11,0,Urban
363126949,0,30,2,,314712,No,1982136,Yes,F,High School,Clerical,68,Private,283320,4,SUV,no,0,0,No,1,0,1,0,Rural
411375726,0,44,1,,807336,No,2646672,Yes,F,Masters,Lawyer,49,Private,242520,1,Minivan,no,0,0,No,0,0,16,0,Rural
789568994,0,46,0,10,1259880,No,3678480,No,F,Bachelors,Professional,40,Private,192960,13,SUV,no,0,0,No,0,0,7,0,Urban
927823143,0,49,0,6,1079376,No,0,No,F,Bachelors,Professional,37,Private,217920,7,SUV,no,0,0,No,4,0,9,0,Urban
453867386,0,33,1,12,1337124,No,3857796,Yes,F,Masters,,35,Commercial,338160,1,Van,no,0,0,No,3,0,4,0,Urban
747049542,1,34,3,12,353172,No,1717788,Yes,F,High School,Clerical,12,Private,270720,1,Minivan,no,0,0,No,1,0,,0,Urban
1307371,0,44,0,14,537480,No,2465556,Yes,F,Masters,,5,Commercial,237600,4,Pickup,no,445956,1,No,4,0,9,0,Urban
237786417,1,43,2,11,913908,Yes,0,No,F,Bachelors,Professional,52,Private,237000,4,SUV,no,0,0,Yes,0,21684,,1,Urban
179968769,0,62,0,6,1292808,No,0,No,F,PhD,Lawyer,54,Private,221640,3,SUV,no,0,0,No,0,0,15,0,Urban
180832267,0,42,0,0,0,No,0,No,M,High School,Student,47,Commercial,68400,11,Pickup,yes,0,0,No,5,127128,1,1,Urban
328154114,0,36,2,12,303384,Yes,0,No,F,High School,Clerical,38,Private,133920,1,SUV,no,0,0,No,0,0,1,0,Rural
316724150,0,47,0,11,222588,No,1393632,Yes,M,Masters,Lawyer,24,Private,153600,7,Minivan,no,0,0,No,0,0,14,0,Urban
582086109,0,50,0,14,0,No,1766292,Yes,M,High School,Clerical,11,Commercial,207600,13,Van,yes,0,0,No,0,0,7,0,Urban
680425927,0,51,0,9,601992,No,2247564,No,M,High School,Blue Collar,32,Commercial,139440,1,Pickup,no,608412,3,Yes,0,0,1,0,Urban
541204921,0,46,0,8,886464,No,2950536,Yes,F,Masters,Lawyer,43,Private,242880,4,Sports Car,no,0,0,No,0,0,16,0,Rural
329922821,0,50,0,14,880116,No,3055200,Yes,F,High School,Manager,60,Private,240120,1,Minivan,no,50148,2,No,4,0,8,0,Urban
271813109,0,43,2,15,598188,Yes,0,No,F,Masters,Lawyer,35,Private,157560,1,SUV,no,43464,3,No,4,73896,20,1,Urban
394642738,1,39,1,16,144648,No,0,Yes,F,High School,Student,28,Commercial,189120,4,Pickup,no,20856,2,Yes,4,58644,1,1,Urban
93412915,0,43,3,14,578208,No,2510256,Yes,F,High School,Blue Collar,50,Commercial,174360,12,Sports Car,no,82692,2,No,5,0,1,0,Urban
531912267,0,60,3,18,947232,No,2828040,Yes,F,Masters,Lawyer,40,Private,244200,6,SUV,no,0,0,No,0,61764,15,1,Urban
753941980,0,55,0,0,0,No,0,No,M,High School,Student,33,Private,84000,4,Pickup,no,0,0,No,0,0,1,0,Rural
116801717,0,40,0,10,946968,No,2748660,No,F,Bachelors,Manager,36,Private,66000,10,SUV,no,81636,2,No,6,0,10,0,Urban
56874449,0,39,0,6,925500,No,2530080,Yes,F,Bachelors,Clerical,49,Private,114840,7,Sports Car,no,0,0,No,1,0,13,0,Urban
426760177,0,49,0,,459912,No,1596120,Yes,M,Masters,Lawyer,5,Private,122760,4,Pickup,yes,0,0,No,0,0,17,0,Urban
632192290,0,38,0,14,310020,No,1316220,Yes,M,High School,Clerical,29,Private,101880,6,Pickup,yes,0,0,No,1,0,12,0,Urban
293412653,0,42,0,12,571920,No,2162472,Yes,M,Masters,Professional,31,Private,143280,7,Pickup,yes,11688,2,No,6,0,18,0,Urban
285566265,0,42,0,10,1477716,No,3676416,No,F,Masters,Manager,16,Private,299160,4,Minivan,no,0,0,No,3,0,14,0,Urban
461573915,0,49,0,8,264708,No,1487088,Yes,F,High School,Clerical,24,Commercial,263880,11,Pickup,no,0,0,No,1,0,1,0,Urban
735267214,1,36,1,12,609000,Yes,0,No,F,Masters,Manager,26,Private,122040,7,SUV,no,70524,3,No,7,0,14,0,Urban
225215551,0,34,1,10,282852,Yes,0,No,M,High School,Clerical,35,Commercial,146160,7,Pickup,yes,0,0,No,0,0,7,0,Urban
715988300,0,49,0,0,0,No,958956,Yes,F,PhD,Home Maker,29,Private,217320,7,SUV,no,0,0,No,1,0,1,0,Urban
473135731,0,52,0,12,427572,No,1871664,Yes,M,High School,Clerical,39,Private,72480,10,Minivan,yes,0,0,No,0,0,1,0,Urban
754422565,0,50,0,11,1550808,No,0,No,M,PhD,Doctor,37,Private,254400,4,Van,yes,0,0,No,0,0,,0,Urban
264474096,0,53,0,12,0,No,0,No,F,High School,Clerical,16,Private,139800,10,SUV,no,74100,1,No,2,0,7,0,Urban
683378483,0,55,0,14,664908,No,1946844,Yes,M,Bachelors,Blue Collar,45,Commercial,334680,4,Panel Truck,no,0,0,No,0,0,14,0,Rural
986629118,1,40,2,12,423120,No,1694004,Yes,F,High School,Blue Collar,30,Private,116880,7,SUV,no,26820,1,No,8,0,1,0,Urban
925227514,0,40,4,15,576804,Yes,2232300,No,F,Bachelors,Clerical,21,Private,217440,8,Minivan,no,0,0,No,0,0,8,0,Urban
437239046,0,45,2,12,778404,No,2527572,Yes,F,Masters,Lawyer,21,Private,149880,1,SUV,no,0,0,No,0,0,10,0,Urban
493235037,0,80,2,23,1172592,No,4672128,Yes,M,Bachelors,Professional,14,Private,191040,13,Minivan,yes,0,0,No,2,0,10,0,Urban
503906420,0,48,0,10,475356,No,1914408,Yes,M,High School,Blue Collar,48,Commercial,101520,10,Pickup,yes,89244,2,No,6,0,1,0,Urban
